,average_main_abilities,average_sub_abilities,ability_count_mainwonsub,result
402,"tensor([-14.0000,   0.0000, 181.1818,  77.4545,   0.8182,  30.3636,  69.1818,
         66.5455,  61.0000,  58.9091,  61.5455,  71.7273,  72.6364,  59.0000,
         61.7273,  64.5455,  70.5455,  61.6364,  71.0909,  66.7273,  61.9091,
         69.8182,  73.9091,  65.1818,  63.5455,  63.5455,  71.3636,  64.3636,
         67.8182,  52.9091,  55.8182,  57.0000,  46.7273,  53.0909,  50.4545,
         17.4545,  16.8182,  16.2727,  15.7273,  16.3636])","tensor([ 13.8182,   0.0000, 180.0909,  74.1818,   0.6364,  25.7273,  69.0909,
         64.0000,  57.1818,  50.9091,  54.9091,  59.1818,  68.2727,  57.8182,
         54.7273,  60.1818,  68.0000,  58.2727,  70.3636,  65.0909,  66.9091,
         65.3636,  67.5455,  65.1818,  67.8182,  67.3636,  63.1818,  57.6364,
         66.6364,  50.0909,  52.9091,  58.5455,  50.9091,  53.3636,  47.7273,
         15.9091,  16.0909,  15.2727,  16.4545,  15.9091])",30,tensor([0])
403,"tensor([-13.8182,   0.0000, 180.0909,  74.1818,   0.6364,  25.7273,  69.0909,
         64.0000,  57.1818,  50.9091,  54.9091,  59.1818,  68.2727,  57.8182,
         54.7273,  60.1818,  68.0000,  58.2727,  70.3636,  65.0909,  66.9091,
         65.3636,  67.5455,  65.1818,  67.8182,  67.3636,  63.1818,  57.6364,
         66.6364,  50.0909,  52.9091,  58.5455,  50.9091,  53.3636,  47.7273,
         15.9091,  16.0909,  15.2727,  16.4545,  15.9091])","tensor([ 14.0000,   0.0000, 181.4545,  74.7273,   0.8182,  28.0000,  69.0000,
         63.0000,  60.2727,  56.4545,  59.0909,  67.5455,  76.0909,  58.9091,
         60.5455,  64.9091,  73.3636,  56.5455,  72.7273,  68.3636,  71.2727,
         72.4545,  70.1818,  66.8182,  69.4545,  68.8182,  75.5455,  59.7273,
         68.1818,  48.0000,  51.7273,  56.4545,  46.9091,  49.5455,  48.0909,
         16.7273,  16.1818,  17.2727,  17.2727,  16.5455])",8,tensor([2])
404,"tensor([-14.0000,   0.0000, 182.8182,  75.6364,   0.6364,  27.2727,  68.2727,
         64.1818,  55.2727,  55.4545,  56.3636,  66.7273,  72.1818,  59.6364,
         56.0909,  65.7273,  70.0909,  59.5455,  70.7273,  63.7273,  63.1818,
         70.1818,  71.7273,  63.0000,  66.7273,  65.4545,  72.1818,  61.6364,
         68.7273,  52.4545,  57.3636,  60.2727,  51.6364,  55.3636,  51.0000,
         16.6364,  15.0000,  14.8182,  16.1818,  15.6364])","tensor([ 14.0000,   0.0000, 177.4545,  70.9091,   0.7273,  28.3636,  78.1818,
         74.8182,  63.6364,  63.6364,  64.9091,  72.9091,  84.3636,  68.3636,
         64.4545,  77.3636,  83.1818,  69.4545,  77.8182,  74.5455,  76.3636,
         77.0000,  67.1818,  77.0909,  75.0909,  81.0909,  73.9091,  61.0909,
         71.9091,  58.3636,  61.9091,  66.2727,  59.1818,  61.5455,  58.0000,
         18.9091,  16.4545,  15.3636,  16.8182,  18.0909])",4,tensor([1])
405,"tensor([-13.8182,   0.0000, 182.1818,  77.6364,   0.7273,  25.6364,  72.1818,
         69.1818,  58.0909,  56.7273,  58.8182,  67.9091,  76.7273,  62.0000,
         58.0909,  69.5455,  74.3636,  60.0909,  73.6364,  66.7273,  68.8182,
         74.9091,  74.0000,  67.1818,  70.2727,  67.3636,  72.7273,  62.1818,
         68.9091,  53.4545,  56.9091,  61.1818,  45.9091,  53.8182,  50.3636,
         15.5455,  15.4545,  16.5455,  18.3636,  16.2727])","tensor([ 13.8182,   0.0000, 180.0909,  74.1818,   0.6364,  25.7273,  69.0909,
         64.0000,  57.1818,  50.9091,  54.9091,  59.1818,  68.2727,  57.8182,
         54.7273,  60.1818,  68.0000,  58.2727,  70.3636,  65.0909,  66.9091,
         65.3636,  67.5455,  65.1818,  67.8182,  67.3636,  63.1818,  57.6364,
         66.6364,  50.0909,  52.9091,  58.5455,  50.9091,  53.3636,  47.7273,
         15.9091,  16.0909,  15.2727,  16.4545,  15.9091])",33,tensor([1])
406,"tensor([-15.6364,   0.0000, 181.8182,  74.7273,   0.9091,  26.0909,  63.7273,
         61.5455,  51.2727,  52.3636,  54.2727,  61.0000,  66.1818,  53.7273,
         52.1818,  57.2727,  63.1818,  56.7273,  63.6364,  59.9091,  69.0909,
         71.3636,  72.2727,  65.4545,  68.4545,  66.3636,  70.6364,  58.4545,
         63.4545,  45.0909,  49.1818,  52.2727,  43.2727,  48.1818,  39.5455,
         16.0000,  16.4545,  15.6364,  15.7273,  16.1818])","tensor([ 14.0000,   0.0000, 181.4545,  74.7273,   0.8182,  28.0000,  69.0000,
         62.8182,  60.2727,  56.4545,  59.0000,  67.5455,  76.0909,  58.9091,
         60.5455,  64.9091,  73.3636,  56.5455,  72.7273,  68.3636,  71.2727,
         72.4545,  70.1818,  66.8182,  69.4545,  68.8182,  75.5455,  59.7273,
         68.0000,  47.7273,  51.5455,  56.4545,  46.9091,  49.5455,  47.8182,
         16.7273,  16.1818,  17.2727,  17.2727,  16.5455])",5,tensor([1])
407,"tensor([-15.2727,   0.0000, 182.0000,  78.0909,   0.8182,  27.0909,  69.3636,
         64.9091,  53.1818,  51.3636,  52.7273,  65.0000,  72.6364,  64.9091,
         54.8182,  67.3636,  69.6364,  59.0000,  70.2727,  63.0909,  67.3636,
         70.4545,  71.3636,  62.2727,  69.1818,  67.0000,  70.1818,  61.6364,
         68.3636,  55.3636,  56.4545,  58.4545,  48.5455,  57.2727,  52.0909,
         15.5455,  16.0000,  15.4545,  16.8182,  15.3636])","tensor([ 14.7273,   0.0000, 180.8182,  73.3636,   0.5455,  26.8182,  67.1818,
         60.4545,  50.7273,  52.7273,  53.4545,  54.9091,  66.0000,  52.6364,
         50.7273,  56.6364,  65.6364,  54.9091,  66.5455,  60.1818,  62.0909,
         64.0909,  67.0909,  66.9091,  59.9091,  64.4545,  65.4545,  56.6364,
         61.8182,  47.4545,  50.2727,  53.0000,  47.9091,  54.0000,  44.0000,
         17.4545,  17.3636,  16.2727,  16.0000,  18.4545])",31,tensor([0])
408,"tensor([-14.7273,   0.0000, 182.3636,  73.0909,   0.8182,  24.9091,  63.0909,
         62.4545,  53.2727,  54.4545,  54.9091,  62.5455,  66.0909,  55.3636,
         53.1818,  55.8182,  62.1818,  55.5455,  63.3636,  58.9091,  70.7273,
         69.9091,  68.4545,  64.4545,  68.5455,  66.5455,  69.9091,  61.2727,
         62.1818,  44.5455,  48.0000,  50.6364,  40.2727,  49.9091,  40.6364,
         15.3636,  17.8182,  15.7273,  16.3636,  17.9091])","tensor([ 13.8182,   0.0000, 183.0000,  76.3636,   0.7273,  26.8182,  69.8182,
         67.3636,  53.6364,  53.3636,  57.0909,  68.5455,  77.0000,  64.6364,
         55.5455,  68.4545,  71.6364,  60.8182,  70.7273,  63.8182,  67.5455,
         74.6364,  74.0000,  65.3636,  70.0909,  66.3636,  71.9091,  65.4545,
         69.2727,  57.0000,  59.0000,  60.2727,  47.2727,  56.2727,  53.6364,
         14.8182,  15.6364,  17.0909,  16.0000,  15.0909])",8,tensor([1])
409,"tensor([-14.9091,   0.0000, 177.5455,  70.7273,   0.7273,  27.0000,  64.0000,
         59.9091,  53.8182,  54.7273,  57.0000,  60.3636,  65.0909,  53.9091,
         54.9091,  56.1818,  61.3636,  54.3636,  64.7273,  58.5455,  65.0000,
         68.1818,  61.5455,  72.1818,  64.0909,  64.7273,  71.9091,  54.4545,
         61.3636,  44.0000,  49.0000,  49.0000,  46.5455,  46.3636,  43.5455,
         17.0000,  16.0909,  16.1818,  16.2727,  16.6364])","tensor([ 13.8182,   0.0000, 181.5455,  74.8182,   0.8182,  23.6364,  70.2727,
         69.1818,  56.8182,  51.7273,  57.1818,  63.0000,  75.7273,  60.9091,
         57.6364,  65.8182,  71.3636,  55.8182,  71.5455,  63.2727,  72.7273,
         73.8182,  66.0000,  68.8182,  72.0909,  67.8182,  69.6364,  57.8182,
         70.0000,  52.1818,  54.7273,  60.1818,  47.3636,  50.0000,  51.8182,
         15.2727,  16.6364,  15.2727,  16.0000,  15.8182])",8,tensor([2])
410,"tensor([-14.7273,   0.0000, 180.8182,  73.3636,   0.5455,  26.8182,  67.1818,
         60.4545,  50.7273,  52.7273,  53.4545,  54.9091,  66.0000,  52.6364,
         50.7273,  56.6364,  65.6364,  54.9091,  66.5455,  60.1818,  62.0909,
         64.0909,  67.0909,  66.9091,  59.9091,  64.4545,  65.4545,  56.6364,
         61.8182,  47.4545,  50.2727,  53.0000,  47.9091,  54.0000,  44.0000,
         17.4545,  17.3636,  16.2727,  16.0000,  18.4545])","tensor([ 14.0000,   0.0000, 180.9091,  73.9091,   0.7273,  25.0000,  68.5455,
         66.0909,  56.3636,  52.4545,  56.9091,  67.8182,  74.1818,  60.0909,
         57.3636,  68.0909,  72.0000,  55.7273,  70.1818,  64.8182,  70.3636,
         71.0000,  72.2727,  69.3636,  72.5455,  70.3636,  72.3636,  58.0909,
         69.0000,  54.7273,  53.0909,  60.3636,  51.4545,  55.1818,  54.0909,
         15.4545,  18.0909,  15.7273,  16.9091,  18.7273])",4,tensor([2])
411,"tensor([-14.7273,   0.0000, 181.6364,  76.1818,   0.7273,  26.1818,  66.8182,
         63.2727,  52.1818,  50.7273,  55.0000,  62.4545,  68.3636,  57.0909,
         56.0000,  58.9091,  66.6364,  58.6364,  65.3636,  58.9091,  69.4545,
         70.2727,  71.7273,  65.5455,  70.7273,  69.8182,  69.5455,  59.0000,
         63.1818,  52.8182,  54.3636,  48.6364,  40.6364,  48.6364,  44.4545,
         16.7273,  16.6364,  16.7273,  15.9091,  17.6364])","tensor([ 15.6364,   0.0000, 183.6364,  74.7273,   0.7273,  23.4545,  64.7273,
         60.9091,  52.9091,  49.5455,  53.1818,  60.0000,  64.5455,  55.0909,
         52.4545,  56.2727,  62.0909,  54.2727,  63.7273,  56.1818,  63.9091,
         64.7273,  73.3636,  58.7273,  63.6364,  64.2727,  59.5455,  57.6364,
         61.0909,  45.9091,  47.4545,  54.4545,  46.1818,  50.9091,  43.2727,
         15.3636,  13.5455,  14.9091,  14.2727,  14.0909])",31,tensor([1])
412,"tensor([-15.6364,   0.0000, 183.6364,  74.7273,   0.7273,  23.4545,  64.7273,
         60.9091,  52.9091,  49.5455,  53.1818,  60.0000,  64.5455,  55.0909,
         52.4545,  56.2727,  62.0909,  54.2727,  63.7273,  56.1818,  63.9091,
         64.7273,  73.3636,  58.7273,  63.6364,  64.2727,  59.5455,  57.6364,
         61.0909,  45.9091,  47.4545,  54.4545,  46.1818,  50.9091,  43.2727,
         15.3636,  13.5455,  14.9091,  14.2727,  14.0909])","tensor([ 13.8182,   0.0000, 183.0000,  76.3636,   0.7273,  26.8182,  69.8182,
         67.3636,  53.6364,  53.3636,  57.0909,  68.5455,  77.0000,  64.6364,
         55.5455,  68.4545,  71.6364,  60.8182,  70.7273,  63.8182,  67.5455,
         74.6364,  74.0000,  65.3636,  70.0909,  66.3636,  71.9091,  65.4545,
         69.2727,  57.0000,  59.0000,  60.2727,  47.2727,  56.2727,  53.6364,
         14.8182,  15.6364,  17.0909,  16.0000,  15.0909])",2,tensor([1])
413,"tensor([-14.0000,   0.0000, 180.9091,  73.9091,   0.7273,  25.0000,  68.5455,
         66.0909,  56.3636,  52.4545,  56.9091,  67.8182,  74.1818,  60.0909,
         57.3636,  68.0909,  72.0000,  55.7273,  70.1818,  64.8182,  70.3636,
         71.0000,  72.2727,  69.3636,  72.5455,  70.3636,  72.3636,  58.0909,
         69.0000,  54.7273,  53.0909,  60.3636,  51.4545,  55.1818,  54.0909,
         15.4545,  18.0909,  15.7273,  16.9091,  18.7273])","tensor([ 15.2727,   0.0000, 180.9091,  73.1818,   0.8182,  27.5455,  65.8182,
         61.2727,  49.0000,  49.3636,  53.1818,  56.6364,  66.5455,  52.6364,
         49.6364,  54.0909,  60.5455,  53.7273,  61.4545,  53.8182,  62.7273,
         66.9091,  62.4545,  65.7273,  64.6364,  65.0909,  64.1818,  52.9091,
         62.4545,  52.0909,  51.0000,  50.4545,  43.9091,  50.1818,  46.8182,
         16.4545,  17.2727,  17.3636,  14.8182,  15.6364])",33,tensor([1])
414,"tensor([-14.7273,   0.0000, 180.8182,  73.3636,   0.5455,  27.0000,  67.1818,
         60.4545,  50.7273,  52.7273,  53.4545,  54.9091,  66.0000,  52.6364,
         50.7273,  56.6364,  65.6364,  54.9091,  66.5455,  60.1818,  62.0909,
         64.0909,  67.0909,  66.9091,  59.9091,  64.4545,  65.4545,  56.6364,
         61.8182,  47.4545,  50.2727,  53.0000,  47.9091,  54.0000,  44.0000,
         17.4545,  17.3636,  16.2727,  16.0000,  18.4545])","tensor([ 14.0000,   0.0000, 182.1818,  73.7273,   0.7273,  23.7273,  68.4545,
         65.3636,  53.5455,  53.1818,  55.2727,  63.4545,  70.7273,  59.0000,
         54.2727,  66.2727,  69.9091,  58.2727,  69.5455,  64.1818,  71.7273,
         72.5455,  65.0909,  69.9091,  71.6364,  71.0000,  73.2727,  55.4545,
         64.1818,  51.9091,  54.4545,  57.8182,  47.8182,  50.0909,  44.5455,
         16.0909,  15.8182,  16.3636,  17.1818,  16.0909])",8,tensor([2])
415,"tensor([-14.9091,   0.0000, 177.5455,  70.7273,   0.7273,  27.0000,  64.0000,
         59.9091,  53.8182,  54.7273,  57.0000,  60.3636,  65.0909,  53.9091,
         54.9091,  56.1818,  61.3636,  54.3636,  64.7273,  58.5455,  65.0000,
         68.1818,  61.5455,  72.1818,  64.0909,  64.7273,  71.9091,  54.4545,
         61.3636,  44.0000,  49.0000,  49.0000,  46.5455,  46.3636,  43.5455,
         17.0000,  16.0909,  16.1818,  16.2727,  16.6364])","tensor([ 13.8182,   0.0000, 183.0000,  76.3636,   0.7273,  26.9091,  69.8182,
         67.3636,  53.6364,  53.3636,  57.0909,  68.5455,  77.0000,  64.6364,
         55.5455,  68.4545,  71.6364,  60.8182,  70.7273,  63.8182,  67.5455,
         74.6364,  74.0000,  65.3636,  70.0909,  66.3636,  71.9091,  65.4545,
         69.2727,  57.0000,  59.0000,  60.2727,  47.2727,  56.2727,  53.6364,
         14.8182,  15.6364,  17.0909,  16.0000,  15.0909])",8,tensor([2])
416,"tensor([-14.7273,   0.0000, 181.0000,  76.1818,   0.7273,  26.2727,  67.6364,
         64.3636,  52.4545,  51.6364,  55.9091,  62.5455,  69.2727,  57.6364,
         56.6364,  59.2727,  67.1818,  59.1818,  65.6364,  59.0000,  69.2727,
         70.9091,  72.9091,  65.6364,  70.6364,  70.2727,  70.6364,  59.0000,
         63.2727,  54.4545,  55.0909,  48.6364,  40.6364,  48.8182,  44.4545,
         16.7273,  16.6364,  16.7273,  15.9091,  17.6364])","tensor([ 13.8182,   0.0000, 183.0000,  76.3636,   0.7273,  26.9091,  70.4545,
         68.6364,  54.0000,  53.7273,  57.9091,  69.5455,  77.8182,  64.8182,
         56.4545,  69.0000,  72.8182,  61.6364,  71.4545,  65.0909,  67.6364,
         76.7273,  75.8182,  65.2727,  70.3636,  66.9091,  73.6364,  66.9091,
         70.6364,  57.2727,  59.4545,  61.3636,  48.5455,  56.2727,  53.9091,
         15.0909,  15.7273,  17.0909,  16.0909,  15.2727])",8,tensor([2])
417,"tensor([-15.2727,   0.0000, 180.9091,  73.1818,   0.8182,  27.5455,  65.8182,
         61.2727,  49.0000,  49.3636,  53.1818,  56.6364,  66.5455,  52.6364,
         49.6364,  54.0909,  60.5455,  53.7273,  61.4545,  53.8182,  62.7273,
         66.9091,  62.4545,  65.7273,  64.6364,  65.0909,  64.1818,  52.9091,
         62.4545,  52.0909,  51.0000,  50.4545,  43.9091,  50.1818,  46.8182,
         16.4545,  17.2727,  17.3636,  14.8182,  15.6364])","tensor([ 15.2727,   0.0000, 182.7273,  75.6364,   0.7273,  24.8182,  67.6364,
         63.6364,  54.3636,  52.9091,  55.4545,  60.0909,  69.0909,  58.5455,
         54.5455,  61.3636,  64.9091,  57.0909,  66.0000,  60.1818,  67.0000,
         68.6364,  69.9091,  64.0909,  65.6364,  64.8182,  72.8182,  59.8182,
         65.8182,  50.2727,  54.1818,  55.0000,  48.5455,  57.0000,  48.3636,
         16.9091,  16.3636,  17.1818,  14.9091,  17.9091])",7,tensor([1])
418,"tensor([-14.0000,   0.0000, 180.9091,  73.7273,   0.7273,  25.2727,  69.3636,
         66.6364,  57.6364,  53.3636,  56.9091,  69.8182,  76.0000,  61.7273,
         58.4545,  68.7273,  74.7273,  57.0000,  71.2727,  65.5455,  69.9091,
         72.8182,  73.0000,  69.4545,  72.4545,  70.8182,  73.4545,  59.0000,
         69.0000,  55.5455,  54.3636,  61.0909,  51.2727,  55.1818,  54.5455,
         15.3636,  18.0000,  15.5455,  16.9091,  18.7273])","tensor([ 14.9091,   0.0000, 177.5455,  70.7273,   0.7273,  27.0000,  65.3636,
         60.7273,  54.9091,  55.2727,  57.3636,  60.7273,  65.0909,  54.9091,
         55.3636,  57.8182,  61.4545,  55.7273,  65.4545,  59.0909,  63.8182,
         68.6364,  62.9091,  72.1818,  63.0909,  64.3636,  72.7273,  54.7273,
         61.6364,  44.8182,  50.5455,  51.7273,  47.1818,  46.2727,  47.2727,
         17.0000,  16.0909,  16.1818,  16.2727,  16.6364])",31,tensor([1])
419,"tensor([-14.0000,   0.0000, 182.2727,  73.7273,   0.7273,  23.8182,  69.8182,
         66.1818,  54.6364,  53.0909,  56.1818,  63.7273,  71.2727,  59.9091,
         55.0000,  66.8182,  70.7273,  58.2727,  70.2727,  64.4545,  71.9091,
         73.6364,  67.0909,  70.3636,  71.7273,  71.5455,  74.8182,  55.7273,
         64.1818,  52.1818,  54.4545,  59.0909,  47.8182,  50.4545,  44.5455,
         15.8182,  15.8182,  16.3636,  17.1818,  16.0909])","tensor([ 14.0000,   0.0000, 178.7273,  72.8182,   0.7273,  26.4545,  80.5455,
         77.4545,  59.4545,  60.0000,  62.7273,  69.0000,  85.4545,  70.8182,
         65.1818,  76.0000,  84.0909,  68.8182,  79.1818,  74.9091,  80.2727,
         77.9091,  70.4545,  77.0000,  79.0000,  81.2727,  75.1818,  65.3636,
         74.8182,  61.6364,  63.0000,  67.0909,  58.6364,  60.3636,  56.3636,
         18.8182,  16.8182,  14.7273,  18.2727,  17.1818])",3,tensor([2])
420,"tensor([-15.6364,   0.0000, 183.0909,  75.0909,   0.7273,  23.4545,  65.9091,
         61.5455,  53.5455,  50.0909,  54.0000,  61.6364,  68.8182,  56.5455,
         53.9091,  60.6364,  65.1818,  55.0909,  64.6364,  57.0000,  63.2727,
         65.6364,  74.0000,  58.4545,  62.8182,  63.7273,  60.0909,  58.1818,
         62.2727,  47.0000,  48.1818,  54.6364,  46.3636,  51.0000,  43.4545,
         16.3636,  14.5455,  15.8182,  15.2727,  15.1818])","tensor([ 14.0000,   0.0000, 180.9091,  73.7273,   0.7273,  25.2727,  69.2727,
         66.7273,  57.2727,  53.3636,  56.5455,  69.8182,  75.7273,  61.8182,
         58.0000,  68.7273,  74.8182,  57.2727,  71.0000,  65.0909,  69.8182,
         71.9091,  72.7273,  69.4545,  72.4545,  70.7273,  73.4545,  59.0000,
         69.0000,  55.7273,  54.1818,  61.0909,  51.2727,  55.1818,  54.5455,
         15.3636,  18.0000,  15.5455,  16.9091,  18.7273])",5,tensor([1])
421,"tensor([-15.2727,   0.0000, 180.9091,  73.1818,   0.8182,  27.5455,  65.8182,
         60.8182,  49.0000,  49.3636,  53.1818,  56.6364,  66.5455,  52.6364,
         49.6364,  54.0909,  60.5455,  53.7273,  61.4545,  53.8182,  63.5455,
         66.9091,  62.4545,  65.7273,  65.0909,  65.0909,  64.1818,  52.9091,
         62.4545,  52.0909,  51.0000,  50.4545,  43.9091,  50.1818,  46.8182,
         16.4545,  17.2727,  17.3636,  14.8182,  15.6364])","tensor([ 13.8182,   0.0000, 183.0000,  76.3636,   0.7273,  26.9091,  70.4545,
         68.5455,  54.0000,  53.7273,  57.9091,  69.5455,  77.6364,  64.8182,
         56.4545,  69.0000,  72.8182,  61.6364,  71.3636,  65.0909,  67.7273,
         76.7273,  75.8182,  65.2727,  70.8182,  66.9091,  73.6364,  66.9091,
         70.6364,  57.2727,  59.2727,  61.3636,  48.5455,  56.2727,  53.9091,
         15.0909,  15.7273,  17.0909,  16.0909,  15.2727])",7,tensor([2])
422,"tensor([-13.8182,   0.0000, 183.0000,  76.3636,   0.7273,  26.9091,  70.4545,
         68.5455,  54.0000,  53.7273,  57.9091,  69.5455,  77.6364,  64.8182,
         56.4545,  69.0000,  72.8182,  61.6364,  71.3636,  65.0909,  67.7273,
         76.7273,  75.8182,  65.2727,  70.8182,  66.9091,  73.6364,  66.9091,
         70.6364,  57.2727,  59.2727,  61.3636,  48.5455,  56.2727,  53.9091,
         15.0909,  15.7273,  17.0909,  16.0909,  15.2727])","tensor([ 15.2727,   0.0000, 182.7273,  75.6364,   0.7273,  24.9091,  67.9091,
         63.9091,  54.3636,  53.0000,  55.3636,  60.0909,  69.1818,  58.8182,
         54.8182,  61.8182,  65.0909,  57.9091,  66.8182,  60.3636,  67.2727,
         69.5455,  70.1818,  64.2727,  66.0909,  65.0000,  73.0000,  60.4545,
         65.8182,  50.2727,  54.1818,  55.5455,  49.5455,  57.0000,  48.4545,
         16.9091,  16.2727,  17.0909,  14.9091,  17.8182])",30,tensor([1])
423,"tensor([-15.2727,   0.0000, 182.9091,  74.0909,   0.6364,  24.7273,  71.4545,
         67.2727,  57.0909,  57.0909,  59.1818,  64.0000,  73.0909,  54.7273,
         57.8182,  66.9091,  70.1818,  60.8182,  74.1818,  69.4545,  71.8182,
         67.5455,  71.0000,  65.9091,  71.9091,  69.0909,  65.6364,  58.0000,
         65.4545,  46.4545,  49.2727,  59.0909,  46.7273,  55.7273,  44.9091,
         17.6364,  15.4545,  17.6364,  15.4545,  17.0909])","tensor([ 14.0000,   0.0000, 178.7273,  72.8182,   0.7273,  26.4545,  80.5455,
         77.4545,  59.4545,  60.0000,  62.7273,  69.0000,  85.4545,  70.8182,
         65.1818,  76.0000,  84.0909,  68.8182,  79.1818,  74.9091,  80.4545,
         78.0909,  70.4545,  77.0000,  79.0000,  81.2727,  75.0000,  65.3636,
         74.8182,  61.6364,  63.0000,  67.0909,  58.6364,  60.3636,  56.3636,
         18.8182,  16.8182,  14.7273,  18.2727,  17.1818])",4,tensor([1])
424,"tensor([-13.8182,   0.0000, 183.0000,  76.3636,   0.7273,  26.9091,  70.4545,
         68.5455,  54.0000,  53.7273,  57.9091,  69.5455,  77.6364,  64.8182,
         56.4545,  69.0000,  72.8182,  61.6364,  71.3636,  65.0909,  67.7273,
         76.7273,  75.8182,  65.2727,  70.8182,  66.9091,  73.6364,  66.9091,
         70.6364,  57.2727,  59.2727,  61.3636,  48.5455,  56.2727,  53.9091,
         15.0909,  15.7273,  17.0909,  16.0909,  15.2727])","tensor([ 14.7273,   0.0000, 180.8182,  73.3636,   0.5455,  27.1818,  67.8182,
         61.4545,  51.5455,  52.6364,  54.2727,  54.8182,  66.4545,  53.6364,
         51.5455,  57.2727,  67.0000,  56.8182,  67.9091,  60.9091,  62.0909,
         64.0000,  68.2727,  66.7273,  59.2727,  64.0909,  66.3636,  57.0909,
         62.5455,  48.7273,  51.1818,  53.8182,  48.0909,  54.1818,  44.1818,
         17.4545,  17.3636,  16.2727,  16.0909,  18.2727])",32,tensor([1])
425,"tensor([-14.9091,   0.0000, 181.8182,  76.2727,   0.6364,  25.3636,  66.0000,
         61.7273,  56.5455,  55.4545,  57.1818,  62.8182,  69.2727,  51.0909,
         56.3636,  57.4545,  63.9091,  50.9091,  67.0000,  62.6364,  62.5455,
         70.4545,  71.9091,  63.3636,  59.1818,  59.6364,  64.7273,  58.1818,
         65.2727,  45.5455,  46.9091,  55.3636,  45.8182,  49.6364,  45.8182,
         17.0000,  17.0909,  15.7273,  15.8182,  15.1818])","tensor([ 13.8182,   0.0000, 181.5455,  74.8182,   0.8182,  23.8182,  71.0000,
         69.9091,  58.3636,  53.0909,  58.0909,  63.9091,  76.2727,  61.8182,
         58.4545,  66.3636,  72.0000,  57.5455,  71.9091,  64.0000,  72.2727,
         74.9091,  67.1818,  69.6364,  72.0909,  68.6364,  70.5455,  59.0000,
         70.3636,  53.7273,  55.8182,  61.2727,  49.2727,  51.1818,  52.2727,
         15.2727,  16.6364,  15.2727,  16.0000,  15.8182])",8,tensor([1])
426,"tensor([-14.0000,   0.0000, 180.9091,  73.7273,   0.7273,  25.3636,  69.4545,
         66.8182,  57.3636,  53.3636,  56.5455,  70.0000,  75.9091,  61.8182,
         58.0909,  68.9091,  75.1818,  57.3636,  71.1818,  65.2727,  70.5455,
         71.8182,  72.7273,  69.4545,  72.4545,  70.5455,  73.2727,  59.7273,
         69.0000,  55.7273,  54.1818,  61.6364,  51.1818,  55.3636,  54.7273,
         15.3636,  18.0000,  15.5455,  16.9091,  18.7273])","tensor([ 14.9091,   0.0000, 181.8182,  76.2727,   0.6364,  25.3636,  65.9091,
         61.8182,  56.5455,  55.4545,  57.1818,  63.1818,  69.2727,  50.9091,
         56.3636,  57.4545,  63.9091,  50.8182,  67.0000,  62.6364,  62.5455,
         70.9091,  71.9091,  63.3636,  59.1818,  59.2727,  64.7273,  58.3636,
         65.3636,  45.6364,  47.0909,  55.3636,  45.8182,  49.6364,  45.8182,
         17.0000,  17.0909,  15.7273,  15.8182,  15.1818])",31,tensor([0])
427,"tensor([-14.0000,   0.0000, 178.7273,  72.8182,   0.7273,  26.6364,  80.5455,
         77.4545,  59.5455,  60.0000,  62.7273,  69.0000,  85.5455,  71.0000,
         65.2727,  76.1818,  84.0909,  68.8182,  79.1818,  74.9091,  80.2727,
         78.5455,  70.4545,  77.0000,  79.3636,  81.2727,  75.5455,  65.3636,
         74.8182,  62.3636,  63.0000,  67.0909,  58.6364,  60.3636,  56.3636,
         18.8182,  16.8182,  14.7273,  18.2727,  17.1818])","tensor([ 13.8182,   0.0000, 183.3636,  78.5455,   0.8182,  24.3636,  69.5455,
         68.0909,  55.8182,  51.4545,  54.9091,  59.5455,  71.8182,  59.6364,
         53.0909,  65.7273,  71.2727,  57.2727,  70.0000,  61.6364,  70.1818,
         68.7273,  73.3636,  68.7273,  72.2727,  68.5455,  68.8182,  60.7273,
         68.6364,  56.0000,  57.5455,  57.8182,  50.9091,  56.3636,  51.9091,
         15.6364,  15.2727,  17.4545,  16.7273,  17.0000])",33,tensor([1])
428,"tensor([-14.7273,   0.0000, 181.0000,  76.1818,   0.7273,  26.6364,  67.7273,
         64.3636,  53.0000,  51.8182,  56.0909,  63.3636,  69.9091,  57.9091,
         56.9091,  60.5455,  68.8182,  59.5455,  66.3636,  59.7273,  69.4545,
         71.2727,  73.1818,  65.6364,  70.2727,  70.0909,  70.3636,  59.1818,
         63.2727,  54.5455,  55.1818,  49.6364,  42.5455,  48.8182,  44.4545,
         16.7273,  16.6364,  16.7273,  15.9091,  17.6364])","tensor([ 14.0000,   0.0000, 178.7273,  72.8182,   0.7273,  26.6364,  80.5455,
         77.4545,  59.5455,  60.0000,  62.7273,  69.0000,  85.5455,  71.0000,
         65.2727,  76.1818,  84.0909,  68.8182,  79.1818,  74.9091,  80.2727,
         78.5455,  70.4545,  77.0000,  79.3636,  81.2727,  75.5455,  65.3636,
         74.8182,  62.3636,  63.0000,  67.0909,  58.6364,  60.3636,  56.3636,
         18.8182,  16.8182,  14.7273,  18.2727,  17.1818])",5,tensor([1])
