timestamp,team1,team1_shape,team1_positions_x,team1_positions_y,team1_player1_name,team1_player2_name,team1_player3_name,team1_player4_name,team1_player5_name,team1_player6_name,team1_player7_name,team1_player8_name,team1_player9_name,team1_player10_name,team1_player11_name,team2,team2_shape,team2_positions_x,team2_positions_y,team2_player1_name,team2_player2_name,team2_player3_name,team2_player4_name,team2_player5_name,team2_player6_name,team2_player7_name,team2_player8_name,team2_player9_name,team2_player10_name,team2_player11_name,result,score
2022-03-19 22:30:00,BSC,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Alexander Schwolow,Marvin Plattenhardt,Márton Dárdai,Niklas Stark,Peter Pekarik,Santiago Ascacibar,Kevin-Prince Boateng,Lucas Tousart,Stevan Jovetic,Matheus Cunha,Suat Serdar,TSG,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Oliver Baumann,David Raum,Kevin Vogt,Stefan Posch,Kevin Akpoguma,Angelo Stiller,Sebastian Rudy,Jacob Bruun Larsen,Munas Dabbur,Christoph Baumgartner,Andrej Kramaric,2,3-0
2022-03-19 22:30:00,M05,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Robin Zentner,Alexander Hack,Stefan Bell,Moussa Niakhate,Aarón Martín,Leandro Barreiro,Niklas Tauer,Silvan Widmer,Paul Nebel,Lee Jae-Sung,Jonathan Burkhardt,DSC,4-1-2-1-2_R,"[24, 18, 20, 20, 18, 14, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, 0, 6, -6, 0, -3, 3]",Stefan Ortega,Jacob Laursen,Joakim Nilsson,Amos Pieper,Cédric Brunner,Manuel Prietl,Alessandro Schöpf,Fabian Kunze,Masaya Okugawa,Bryan Lasme,Fabian Klos,2,4-0
2022-03-19 22:30:00,SGF,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Sascha Burchert,Justin Hoogma,Maximilian Bauer,Gideon Jung,Gian-Luca Itter,Julian Green,Paul Seguin,Nils Seufert,Marco Meyerhöfer,Branimir Hrgota,Havard Nielsen,SCF,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Mark Flekken,Nico Schlotterbeck,Philipp Lienhart,Manuel Gulde,Christian Günter,Nicolas Höfler,Yannik Keitel,Jonathan Schmid,Vincenzo Grifo,Woo-Yeong Jeong,Lucas Höler,1,0-0
2022-03-19 22:30:00,VFB,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Florian Müller,Marc-Oliver Kempf,Waldemar Anton,Konstantinos Mavropanos,Borna Sosa,Wataru Endo,Atakan Karazor,Roberto Massimo,Mateo Klimowicz,Philipp Förster,Hamadi Al Ghaddioui,FCA,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Rafal Gikiewicz,Iago,Felix Uduokhai,Jeffrey Gouweleeuw,Robert Gumny,Niklas Dorsch,Jan Morávek,Ruben Vargas,Fredrik Oldrup Jensen,André Hahn,Florian Niederlechner,2,3-2
2022-03-20 01:30:00,MUN,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Manuel Neuer,Alphonso Davies,Dayot Upamecano,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Leon Goretzka,Serge Gnabry,Thomas Müller,Leroy Sané,Robert Lewandowski,FCU,5-3-2_R,"[24, 18, 20, 20, 20, 18, 12, 12, 12, 4, 4]","[0, -10, -5, 0, 5, 10, -6, 0, 6, -3, 3]",Andreas Luthe,Niko Gießelmann,Timo Baumgartl,Robin Knoche,Marvin Friedrich,Christopher Trimmel,Marcus Ingvartsen,Rani Khedira,Genki Haraguchi,Max Kruse,Taiwo Awoniyi,2,4-0
2022-03-20 22:30:00,RBL,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Péter Gulácsi,Angeliño,Mohamed Simakan,Willi Orban,Nordi Mukiele,Kevin Kampl,Tyler Adams,Christopher Nkunku,Emil Forsberg,Amadou Haidara,Yussuf Poulsen,SGE,3-4-1-2_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 3, 3]","[0, -8, 0, 8, -9, -3, 3, 9, 0, -3, 3]",Kevin Trapp,Obite Ndicka,Martin Hinteregger,Stefan Ilsanker,Filip Kostic,Makoto Hasebe,Djibril Sow,Danny da Costa,Aymen Barkok,Daichi Kamada,Rafael Borré,1,0-0
2022-03-21 00:30:00,WOB,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Koen Casteels,Jérôme Roussillon,John Brooks,Maxence Lacroix,Renato Steffen,Xaver Schlager,Maximilian Arnold,Admir Mehmedi,Joao Victor,Wout Weghorst,Josip Brekalo,B04,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Lukas Hradecky,Mitchel Bakker,Jonathan Tah,Odilon Kossounou,Jeremie Frimpong,Charles Aránguiz,Exequiel Palacios,Nadiem Amiri,Kerem Demirbay,Moussa Diaby,Patrik Schick,0,0-2
2022-03-21 02:30:00,KOE,4-1-2-1-2_L,"[-24, -18, -20, -20, -18, -14, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 0, 6, -6, 0, 3, -3]",Timo Horn,Jonas Hector,Rafael Czichos,Timo Hübers,Benno Schmitz,Ellyes Skhiri,Florian Kainz,Jan Thielmann,Dejan Ljubicic,Anthony Modeste,Mark Uth,DOR,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Gregor Kobel,Nico Schulz,Manuel Akanji,Axel Witsel,Felix Passlack,Mahmoud Dahoud,Jude Bellingham,Marco Reus,Giovanni Reyna,Thorgan Hazard,Erling Haaland,1,1-1
2022-04-02 02:30:00,FCU,5-3-2_L,"[-24, -18, -20, -20, -20, -18, -12, -12, -12, -4, -4]","[0, 10, 5, 0, -5, -10, 6, 0, -6, 3, -3]",Andreas Luthe,Niko Gießelmann,Timo Baumgartl,Robin Knoche,Marvin Friedrich,Christopher Trimmel,Marcus Ingvartsen,Rani Khedira,Genki Haraguchi,Max Kruse,Taiwo Awoniyi,KOE,4-1-2-1-2_R,"[24, 18, 20, 20, 18, 14, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, 0, 6, -6, 0, -3, 3]",Timo Horn,Jonas Hector,Rafael Czichos,Timo Hübers,Benno Schmitz,Ellyes Skhiri,Florian Kainz,Jan Thielmann,Dejan Ljubicic,Anthony Modeste,Mark Uth,2,1-0
2022-04-02 21:30:00,DSC,4-1-2-1-2_L,"[-24, -18, -20, -20, -18, -14, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 0, 6, -6, 0, 3, -3]",Stefan Ortega,Jacob Laursen,Joakim Nilsson,Amos Pieper,Cédric Brunner,Manuel Prietl,Alessandro Schöpf,Fabian Kunze,Masaya Okugawa,Bryan Lasme,Fabian Klos,VFB,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Florian Müller,Marc-Oliver Kempf,Waldemar Anton,Konstantinos Mavropanos,Borna Sosa,Wataru Endo,Atakan Karazor,Roberto Massimo,Mateo Klimowicz,Philipp Förster,Hamadi Al Ghaddioui,1,1-1
2022-04-02 21:30:00,B04,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Lukas Hradecky,Mitchel Bakker,Jonathan Tah,Odilon Kossounou,Jeremie Frimpong,Charles Aránguiz,Exequiel Palacios,Nadiem Amiri,Kerem Demirbay,Moussa Diaby,Patrik Schick,BSC,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Alexander Schwolow,Marvin Plattenhardt,Márton Dárdai,Niklas Stark,Peter Pekarik,Santiago Ascacibar,Kevin-Prince Boateng,Lucas Tousart,Stevan Jovetic,Matheus Cunha,Suat Serdar,2,2-1
2022-04-02 21:30:00,SGE,3-4-1-2_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -3, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 0, 3, -3]",Kevin Trapp,Obite Ndicka,Martin Hinteregger,Stefan Ilsanker,Filip Kostic,Makoto Hasebe,Djibril Sow,Danny da Costa,Aymen Barkok,Daichi Kamada,Rafael Borré,SGF,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Sascha Burchert,Justin Hoogma,Maximilian Bauer,Gideon Jung,Gian-Luca Itter,Julian Green,Paul Seguin,Nils Seufert,Marco Meyerhöfer,Branimir Hrgota,Havard Nielsen,1,0-0
2022-04-02 21:30:00,SCF,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Mark Flekken,Nico Schlotterbeck,Philipp Lienhart,Manuel Gulde,Christian Günter,Nicolas Höfler,Yannik Keitel,Jonathan Schmid,Vincenzo Grifo,Woo-Yeong Jeong,Lucas Höler,MUN,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Manuel Neuer,Alphonso Davies,Dayot Upamecano,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Leon Goretzka,Serge Gnabry,Thomas Müller,Leroy Sané,Robert Lewandowski,0,1-4
2022-04-02 21:30:00,TSG,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Oliver Baumann,David Raum,Kevin Vogt,Stefan Posch,Kevin Akpoguma,Angelo Stiller,Sebastian Rudy,Jacob Bruun Larsen,Munas Dabbur,Christoph Baumgartner,Andrej Kramaric,BOC,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Manuel Riemann,Danilo Soares,Maxim Leitsch,Vasilios Lampropoulos,Cristian Gamboa,Elvis Rexhbecaj,Robert Tesche,Anthony Losilla,Christopher Antwi-Adjei,Simon Zoller,Takuma Asano,0,1-2
2022-04-03 00:30:00,DOR,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Gregor Kobel,Nico Schulz,Manuel Akanji,Axel Witsel,Felix Passlack,Mahmoud Dahoud,Jude Bellingham,Marco Reus,Giovanni Reyna,Thorgan Hazard,Erling Haaland,RBL,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Péter Gulácsi,Angeliño,Mohamed Simakan,Willi Orban,Nordi Mukiele,Kevin Kampl,Tyler Adams,Christopher Nkunku,Emil Forsberg,Amadou Haidara,Yussuf Poulsen,0,1-4
2022-04-03 21:30:00,FCA,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Rafal Gikiewicz,Iago,Felix Uduokhai,Jeffrey Gouweleeuw,Robert Gumny,Niklas Dorsch,Jan Morávek,Ruben Vargas,Fredrik Oldrup Jensen,André Hahn,Florian Niederlechner,WOB,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Koen Casteels,Jérôme Roussillon,John Brooks,Maxence Lacroix,Renato Steffen,Xaver Schlager,Maximilian Arnold,Admir Mehmedi,Joao Victor,Wout Weghorst,Josip Brekalo,2,3-0
2022-04-03 23:30:00,BMG,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Yann Sommer,Joe Scally,Nico Elvedi,Matthias Ginter,Stefan Lainer,Christoph Kramer,Florian Neuhaus,Hannes Wolf,Lars Stindl,Patrick Herrmann,Alassane Pléa,M05,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Robin Zentner,Alexander Hack,Stefan Bell,Moussa Niakhate,Aarón Martín,Leandro Barreiro,Niklas Tauer,Silvan Widmer,Paul Nebel,Lee Jae-Sung,Jonathan Burkhardt,1,1-1
2022-04-07 00:30:00,FCA,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Rafal Gikiewicz,Iago,Felix Uduokhai,Jeffrey Gouweleeuw,Robert Gumny,Niklas Dorsch,Jan Morávek,Ruben Vargas,Fredrik Oldrup Jensen,André Hahn,Florian Niederlechner,M05,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Robin Zentner,Alexander Hack,Stefan Bell,Moussa Niakhate,Aarón Martín,Leandro Barreiro,Niklas Tauer,Silvan Widmer,Paul Nebel,Lee Jae-Sung,Jonathan Burkhardt,2,2-1
2022-04-09 02:30:00,VFB,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Florian Müller,Marc-Oliver Kempf,Waldemar Anton,Konstantinos Mavropanos,Borna Sosa,Wataru Endo,Atakan Karazor,Roberto Massimo,Mateo Klimowicz,Philipp Förster,Hamadi Al Ghaddioui,DOR,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Gregor Kobel,Nico Schulz,Manuel Akanji,Axel Witsel,Felix Passlack,Mahmoud Dahoud,Jude Bellingham,Marco Reus,Giovanni Reyna,Thorgan Hazard,Erling Haaland,0,0-2
2022-04-09 21:30:00,MUN,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Manuel Neuer,Alphonso Davies,Dayot Upamecano,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Leon Goretzka,Serge Gnabry,Thomas Müller,Leroy Sané,Robert Lewandowski,FCA,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Rafal Gikiewicz,Iago,Felix Uduokhai,Jeffrey Gouweleeuw,Robert Gumny,Niklas Dorsch,Jan Morávek,Ruben Vargas,Fredrik Oldrup Jensen,André Hahn,Florian Niederlechner,2,1-0
2022-04-09 21:30:00,KOE,4-1-2-1-2_L,"[-24, -18, -20, -20, -18, -14, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 0, 6, -6, 0, 3, -3]",Timo Horn,Jonas Hector,Rafael Czichos,Timo Hübers,Benno Schmitz,Ellyes Skhiri,Florian Kainz,Jan Thielmann,Dejan Ljubicic,Anthony Modeste,Mark Uth,M05,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Robin Zentner,Alexander Hack,Stefan Bell,Moussa Niakhate,Aarón Martín,Leandro Barreiro,Niklas Tauer,Silvan Widmer,Paul Nebel,Lee Jae-Sung,Jonathan Burkhardt,2,3-2
2022-04-09 21:30:00,SGF,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Sascha Burchert,Justin Hoogma,Maximilian Bauer,Gideon Jung,Gian-Luca Itter,Julian Green,Paul Seguin,Nils Seufert,Marco Meyerhöfer,Branimir Hrgota,Havard Nielsen,BMG,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Yann Sommer,Joe Scally,Nico Elvedi,Matthias Ginter,Stefan Lainer,Christoph Kramer,Florian Neuhaus,Hannes Wolf,Lars Stindl,Patrick Herrmann,Alassane Pléa,0,0-2
2022-04-09 21:30:00,WOB,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Koen Casteels,Jérôme Roussillon,John Brooks,Maxence Lacroix,Renato Steffen,Xaver Schlager,Maximilian Arnold,Admir Mehmedi,Joao Victor,Wout Weghorst,Josip Brekalo,DSC,4-1-2-1-2_R,"[24, 18, 20, 20, 18, 14, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, 0, 6, -6, 0, -3, 3]",Stefan Ortega,Jacob Laursen,Joakim Nilsson,Amos Pieper,Cédric Brunner,Manuel Prietl,Alessandro Schöpf,Fabian Kunze,Masaya Okugawa,Bryan Lasme,Fabian Klos,2,4-0
2022-04-10 00:30:00,BSC,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Alexander Schwolow,Marvin Plattenhardt,Márton Dárdai,Niklas Stark,Peter Pekarik,Santiago Ascacibar,Kevin-Prince Boateng,Lucas Tousart,Stevan Jovetic,Matheus Cunha,Suat Serdar,FCU,5-3-2_R,"[24, 18, 20, 20, 20, 18, 12, 12, 12, 4, 4]","[0, -10, -5, 0, 5, 10, -6, 0, 6, -3, 3]",Andreas Luthe,Niko Gießelmann,Timo Baumgartl,Robin Knoche,Marvin Friedrich,Christopher Trimmel,Marcus Ingvartsen,Rani Khedira,Genki Haraguchi,Max Kruse,Taiwo Awoniyi,0,1-4
2022-04-10 21:30:00,BOC,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Manuel Riemann,Danilo Soares,Maxim Leitsch,Vasilios Lampropoulos,Cristian Gamboa,Elvis Rexhbecaj,Robert Tesche,Anthony Losilla,Christopher Antwi-Adjei,Simon Zoller,Takuma Asano,B04,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Lukas Hradecky,Mitchel Bakker,Jonathan Tah,Odilon Kossounou,Jeremie Frimpong,Charles Aránguiz,Exequiel Palacios,Nadiem Amiri,Kerem Demirbay,Moussa Diaby,Patrik Schick,1,0-0
2022-04-10 23:30:00,SGE,3-4-1-2_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -3, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 0, 3, -3]",Kevin Trapp,Obite Ndicka,Martin Hinteregger,Stefan Ilsanker,Filip Kostic,Makoto Hasebe,Djibril Sow,Danny da Costa,Aymen Barkok,Daichi Kamada,Rafael Borré,SCF,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Mark Flekken,Nico Schlotterbeck,Philipp Lienhart,Manuel Gulde,Christian Günter,Nicolas Höfler,Yannik Keitel,Jonathan Schmid,Vincenzo Grifo,Woo-Yeong Jeong,Lucas Höler,0,1-2
2022-04-11 01:30:00,RBL,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Péter Gulácsi,Angeliño,Mohamed Simakan,Willi Orban,Nordi Mukiele,Kevin Kampl,Tyler Adams,Christopher Nkunku,Emil Forsberg,Amadou Haidara,Yussuf Poulsen,TSG,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Oliver Baumann,David Raum,Kevin Vogt,Stefan Posch,Kevin Akpoguma,Angelo Stiller,Sebastian Rudy,Jacob Bruun Larsen,Munas Dabbur,Christoph Baumgartner,Andrej Kramaric,2,3-0
2022-04-16 21:30:00,DOR,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Gregor Kobel,Nico Schulz,Manuel Akanji,Axel Witsel,Felix Passlack,Mahmoud Dahoud,Jude Bellingham,Marco Reus,Giovanni Reyna,Thorgan Hazard,Erling Haaland,WOB,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Koen Casteels,Jérôme Roussillon,John Brooks,Maxence Lacroix,Renato Steffen,Xaver Schlager,Maximilian Arnold,Admir Mehmedi,Joao Victor,Wout Weghorst,Josip Brekalo,2,6-1
2022-04-16 21:30:00,FCA,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Rafal Gikiewicz,Iago,Felix Uduokhai,Jeffrey Gouweleeuw,Robert Gumny,Niklas Dorsch,Jan Morávek,Ruben Vargas,Fredrik Oldrup Jensen,André Hahn,Florian Niederlechner,BSC,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Alexander Schwolow,Marvin Plattenhardt,Márton Dárdai,Niklas Stark,Peter Pekarik,Santiago Ascacibar,Kevin-Prince Boateng,Lucas Tousart,Stevan Jovetic,Matheus Cunha,Suat Serdar,0,0-1
2022-04-16 21:30:00,M05,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Robin Zentner,Alexander Hack,Stefan Bell,Moussa Niakhate,Aarón Martín,Leandro Barreiro,Niklas Tauer,Silvan Widmer,Paul Nebel,Lee Jae-Sung,Jonathan Burkhardt,VFB,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Florian Müller,Marc-Oliver Kempf,Waldemar Anton,Konstantinos Mavropanos,Borna Sosa,Wataru Endo,Atakan Karazor,Roberto Massimo,Mateo Klimowicz,Philipp Förster,Hamadi Al Ghaddioui,1,0-0
2022-04-16 21:30:00,SCF,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Mark Flekken,Nico Schlotterbeck,Philipp Lienhart,Manuel Gulde,Christian Günter,Nicolas Höfler,Yannik Keitel,Jonathan Schmid,Vincenzo Grifo,Woo-Yeong Jeong,Lucas Höler,BOC,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Manuel Riemann,Danilo Soares,Maxim Leitsch,Vasilios Lampropoulos,Cristian Gamboa,Elvis Rexhbecaj,Robert Tesche,Anthony Losilla,Christopher Antwi-Adjei,Simon Zoller,Takuma Asano,2,3-0
2022-04-17 00:30:00,BMG,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Yann Sommer,Joe Scally,Nico Elvedi,Matthias Ginter,Stefan Lainer,Christoph Kramer,Florian Neuhaus,Hannes Wolf,Lars Stindl,Patrick Herrmann,Alassane Pléa,KOE,4-1-2-1-2_R,"[24, 18, 20, 20, 18, 14, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, 0, 6, -6, 0, -3, 3]",Timo Horn,Jonas Hector,Rafael Czichos,Timo Hübers,Benno Schmitz,Ellyes Skhiri,Florian Kainz,Jan Thielmann,Dejan Ljubicic,Anthony Modeste,Mark Uth,0,1-3
2022-04-17 21:30:00,DSC,4-1-2-1-2_L,"[-24, -18, -20, -20, -18, -14, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 0, 6, -6, 0, 3, -3]",Stefan Ortega,Jacob Laursen,Joakim Nilsson,Amos Pieper,Cédric Brunner,Manuel Prietl,Alessandro Schöpf,Fabian Kunze,Masaya Okugawa,Bryan Lasme,Fabian Klos,MUN,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Manuel Neuer,Alphonso Davies,Dayot Upamecano,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Leon Goretzka,Serge Gnabry,Thomas Müller,Leroy Sané,Robert Lewandowski,0,0-3
2022-04-17 23:30:00,FCU,5-3-2_L,"[-24, -18, -20, -20, -20, -18, -12, -12, -12, -4, -4]","[0, 10, 5, 0, -5, -10, 6, 0, -6, 3, -3]",Andreas Luthe,Niko Gießelmann,Timo Baumgartl,Robin Knoche,Marvin Friedrich,Christopher Trimmel,Marcus Ingvartsen,Rani Khedira,Genki Haraguchi,Max Kruse,Taiwo Awoniyi,SGE,3-4-1-2_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 3, 3]","[0, -8, 0, 8, -9, -3, 3, 9, 0, -3, 3]",Kevin Trapp,Obite Ndicka,Martin Hinteregger,Stefan Ilsanker,Filip Kostic,Makoto Hasebe,Djibril Sow,Danny da Costa,Aymen Barkok,Daichi Kamada,Rafael Borré,2,2-0
2022-04-17 23:30:00,TSG,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Oliver Baumann,David Raum,Kevin Vogt,Stefan Posch,Kevin Akpoguma,Angelo Stiller,Sebastian Rudy,Jacob Bruun Larsen,Munas Dabbur,Christoph Baumgartner,Andrej Kramaric,SGF,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Sascha Burchert,Justin Hoogma,Maximilian Bauer,Gideon Jung,Gian-Luca Itter,Julian Green,Paul Seguin,Nils Seufert,Marco Meyerhöfer,Branimir Hrgota,Havard Nielsen,1,0-0
