timestamp,team1,team1_shape,team1_positions_x,team1_positions_y,team1_player1_name,team1_player2_name,team1_player3_name,team1_player4_name,team1_player5_name,team1_player6_name,team1_player7_name,team1_player8_name,team1_player9_name,team1_player10_name,team1_player11_name,team2,team2_shape,team2_positions_x,team2_positions_y,team2_player1_name,team2_player2_name,team2_player3_name,team2_player4_name,team2_player5_name,team2_player6_name,team2_player7_name,team2_player8_name,team2_player9_name,team2_player10_name,team2_player11_name,result,score
2022-02-19 22:30:00,DSC,4-1-2-1-2_L,"[-24, -18, -20, -20, -18, -14, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 0, 6, -6, 0, 3, -3]",Stefan Ortega,Jacob Laursen,Joakim Nilsson,Amos Pieper,Cédric Brunner,Manuel Prietl,Alessandro Schöpf,Fabian Kunze,Masaya Okugawa,Bryan Lasme,Fabian Klos,FCU,5-3-2_R,"[24, 18, 20, 20, 20, 18, 12, 12, 12, 4, 4]","[0, -10, -5, 0, 5, 10, -6, 0, 6, -3, 3]",Andreas Luthe,Niko Gießelmann,Timo Baumgartl,Robin Knoche,Marvin Friedrich,Christopher Trimmel,Marcus Ingvartsen,Rani Khedira,Genki Haraguchi,Max Kruse,Taiwo Awoniyi,2,1-0
2022-02-19 22:30:00,FCA,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Rafal Gikiewicz,Iago,Felix Uduokhai,Jeffrey Gouweleeuw,Robert Gumny,Niklas Dorsch,Jan Morávek,Ruben Vargas,Fredrik Oldrup Jensen,André Hahn,Florian Niederlechner,SCF,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Mark Flekken,Nico Schlotterbeck,Philipp Lienhart,Manuel Gulde,Christian Günter,Nicolas Höfler,Yannik Keitel,Jonathan Schmid,Vincenzo Grifo,Woo-Yeong Jeong,Lucas Höler,0,1-2
2022-02-19 22:30:00,VFB,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Florian Müller,Marc-Oliver Kempf,Waldemar Anton,Konstantinos Mavropanos,Borna Sosa,Wataru Endo,Atakan Karazor,Roberto Massimo,Mateo Klimowicz,Philipp Förster,Hamadi Al Ghaddioui,BOC,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Manuel Riemann,Danilo Soares,Maxim Leitsch,Vasilios Lampropoulos,Cristian Gamboa,Elvis Rexhbecaj,Robert Tesche,Anthony Losilla,Christopher Antwi-Adjei,Simon Zoller,Takuma Asano,1,1-1
2022-02-19 22:30:00,WOB,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Koen Casteels,Jérôme Roussillon,John Brooks,Maxence Lacroix,Renato Steffen,Xaver Schlager,Maximilian Arnold,Admir Mehmedi,Joao Victor,Wout Weghorst,Josip Brekalo,TSG,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Oliver Baumann,David Raum,Kevin Vogt,Stefan Posch,Kevin Akpoguma,Angelo Stiller,Sebastian Rudy,Jacob Bruun Larsen,Munas Dabbur,Christoph Baumgartner,Andrej Kramaric,0,1-2
2022-02-20 01:30:00,KOE,4-1-2-1-2_L,"[-24, -18, -20, -20, -18, -14, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 0, 6, -6, 0, 3, -3]",Timo Horn,Jonas Hector,Rafael Czichos,Timo Hübers,Benno Schmitz,Ellyes Skhiri,Florian Kainz,Jan Thielmann,Dejan Ljubicic,Anthony Modeste,Mark Uth,SGE,3-4-1-2_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 3, 3]","[0, -8, 0, 8, -9, -3, 3, 9, 0, -3, 3]",Kevin Trapp,Obite Ndicka,Martin Hinteregger,Stefan Ilsanker,Filip Kostic,Makoto Hasebe,Djibril Sow,Danny da Costa,Aymen Barkok,Daichi Kamada,Rafael Borré,2,1-0
2022-02-20 22:30:00,MUN,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Manuel Neuer,Alphonso Davies,Dayot Upamecano,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Leon Goretzka,Serge Gnabry,Thomas Müller,Leroy Sané,Robert Lewandowski,SGF,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Sascha Burchert,Justin Hoogma,Maximilian Bauer,Gideon Jung,Gian-Luca Itter,Julian Green,Paul Seguin,Nils Seufert,Marco Meyerhöfer,Branimir Hrgota,Havard Nielsen,2,4-1
2022-02-21 00:30:00,DOR,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Gregor Kobel,Nico Schulz,Manuel Akanji,Axel Witsel,Felix Passlack,Mahmoud Dahoud,Jude Bellingham,Marco Reus,Giovanni Reyna,Thorgan Hazard,Erling Haaland,BMG,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Yann Sommer,Joe Scally,Nico Elvedi,Matthias Ginter,Stefan Lainer,Christoph Kramer,Florian Neuhaus,Hannes Wolf,Lars Stindl,Patrick Herrmann,Alassane Pléa,2,6-0
2022-02-21 02:30:00,BSC,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Alexander Schwolow,Marvin Plattenhardt,Márton Dárdai,Niklas Stark,Peter Pekarik,Santiago Ascacibar,Kevin-Prince Boateng,Lucas Tousart,Stevan Jovetic,Matheus Cunha,Suat Serdar,RBL,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Péter Gulácsi,Angeliño,Mohamed Simakan,Willi Orban,Nordi Mukiele,Kevin Kampl,Tyler Adams,Christopher Nkunku,Emil Forsberg,Amadou Haidara,Yussuf Poulsen,0,1-6
2022-02-26 03:30:00,TSG,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Oliver Baumann,David Raum,Kevin Vogt,Stefan Posch,Kevin Akpoguma,Angelo Stiller,Sebastian Rudy,Jacob Bruun Larsen,Munas Dabbur,Christoph Baumgartner,Andrej Kramaric,VFB,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Florian Müller,Marc-Oliver Kempf,Waldemar Anton,Konstantinos Mavropanos,Borna Sosa,Wataru Endo,Atakan Karazor,Roberto Massimo,Mateo Klimowicz,Philipp Förster,Hamadi Al Ghaddioui,2,2-1
2022-02-26 22:30:00,FCU,5-3-2_L,"[-24, -18, -20, -20, -20, -18, -12, -12, -12, -4, -4]","[0, 10, 5, 0, -5, -10, 6, 0, -6, 3, -3]",Andreas Luthe,Niko Gießelmann,Timo Baumgartl,Robin Knoche,Marvin Friedrich,Christopher Trimmel,Marcus Ingvartsen,Rani Khedira,Genki Haraguchi,Max Kruse,Taiwo Awoniyi,M05,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Robin Zentner,Alexander Hack,Stefan Bell,Moussa Niakhate,Aarón Martín,Leandro Barreiro,Niklas Tauer,Silvan Widmer,Paul Nebel,Lee Jae-Sung,Jonathan Burkhardt,2,3-1
2022-02-26 22:30:00,B04,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Lukas Hradecky,Mitchel Bakker,Jonathan Tah,Odilon Kossounou,Jeremie Frimpong,Charles Aránguiz,Exequiel Palacios,Nadiem Amiri,Kerem Demirbay,Moussa Diaby,Patrik Schick,DSC,4-1-2-1-2_R,"[24, 18, 20, 20, 18, 14, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, 0, 6, -6, 0, -3, 3]",Stefan Ortega,Jacob Laursen,Joakim Nilsson,Amos Pieper,Cédric Brunner,Manuel Prietl,Alessandro Schöpf,Fabian Kunze,Masaya Okugawa,Bryan Lasme,Fabian Klos,2,3-0
2022-02-26 22:30:00,BMG,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Yann Sommer,Joe Scally,Nico Elvedi,Matthias Ginter,Stefan Lainer,Christoph Kramer,Florian Neuhaus,Hannes Wolf,Lars Stindl,Patrick Herrmann,Alassane Pléa,WOB,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Koen Casteels,Jérôme Roussillon,John Brooks,Maxence Lacroix,Renato Steffen,Xaver Schlager,Maximilian Arnold,Admir Mehmedi,Joao Victor,Wout Weghorst,Josip Brekalo,1,2-2
2022-02-26 22:30:00,SCF,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Mark Flekken,Nico Schlotterbeck,Philipp Lienhart,Manuel Gulde,Christian Günter,Nicolas Höfler,Yannik Keitel,Jonathan Schmid,Vincenzo Grifo,Woo-Yeong Jeong,Lucas Höler,BSC,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Alexander Schwolow,Marvin Plattenhardt,Márton Dárdai,Niklas Stark,Peter Pekarik,Santiago Ascacibar,Kevin-Prince Boateng,Lucas Tousart,Stevan Jovetic,Matheus Cunha,Suat Serdar,2,3-0
2022-02-26 22:30:00,SGF,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Sascha Burchert,Justin Hoogma,Maximilian Bauer,Gideon Jung,Gian-Luca Itter,Julian Green,Paul Seguin,Nils Seufert,Marco Meyerhöfer,Branimir Hrgota,Havard Nielsen,KOE,4-1-2-1-2_R,"[24, 18, 20, 20, 18, 14, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, 0, 6, -6, 0, -3, 3]",Timo Horn,Jonas Hector,Rafael Czichos,Timo Hübers,Benno Schmitz,Ellyes Skhiri,Florian Kainz,Jan Thielmann,Dejan Ljubicic,Anthony Modeste,Mark Uth,1,1-1
2022-02-27 01:30:00,SGE,3-4-1-2_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -3, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 0, 3, -3]",Kevin Trapp,Obite Ndicka,Martin Hinteregger,Stefan Ilsanker,Filip Kostic,Makoto Hasebe,Djibril Sow,Danny da Costa,Aymen Barkok,Daichi Kamada,Rafael Borré,MUN,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Manuel Neuer,Alphonso Davies,Dayot Upamecano,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Leon Goretzka,Serge Gnabry,Thomas Müller,Leroy Sané,Robert Lewandowski,0,0-1
2022-02-27 22:30:00,BOC,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Manuel Riemann,Danilo Soares,Maxim Leitsch,Vasilios Lampropoulos,Cristian Gamboa,Elvis Rexhbecaj,Robert Tesche,Anthony Losilla,Christopher Antwi-Adjei,Simon Zoller,Takuma Asano,RBL,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Péter Gulácsi,Angeliño,Mohamed Simakan,Willi Orban,Nordi Mukiele,Kevin Kampl,Tyler Adams,Christopher Nkunku,Emil Forsberg,Amadou Haidara,Yussuf Poulsen,0,0-1
2022-02-28 00:30:00,FCA,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Rafal Gikiewicz,Iago,Felix Uduokhai,Jeffrey Gouweleeuw,Robert Gumny,Niklas Dorsch,Jan Morávek,Ruben Vargas,Fredrik Oldrup Jensen,André Hahn,Florian Niederlechner,DOR,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Gregor Kobel,Nico Schulz,Manuel Akanji,Axel Witsel,Felix Passlack,Mahmoud Dahoud,Jude Bellingham,Marco Reus,Giovanni Reyna,Thorgan Hazard,Erling Haaland,1,1-1
2022-03-05 03:30:00,DSC,4-1-2-1-2_L,"[-24, -18, -20, -20, -18, -14, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 0, 6, -6, 0, 3, -3]",Stefan Ortega,Jacob Laursen,Joakim Nilsson,Amos Pieper,Cédric Brunner,Manuel Prietl,Alessandro Schöpf,Fabian Kunze,Masaya Okugawa,Bryan Lasme,Fabian Klos,FCA,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Rafal Gikiewicz,Iago,Felix Uduokhai,Jeffrey Gouweleeuw,Robert Gumny,Niklas Dorsch,Jan Morávek,Ruben Vargas,Fredrik Oldrup Jensen,André Hahn,Florian Niederlechner,0,0-1
2022-03-05 22:30:00,MUN,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Manuel Neuer,Alphonso Davies,Dayot Upamecano,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Leon Goretzka,Serge Gnabry,Thomas Müller,Leroy Sané,Robert Lewandowski,B04,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Lukas Hradecky,Mitchel Bakker,Jonathan Tah,Odilon Kossounou,Jeremie Frimpong,Charles Aránguiz,Exequiel Palacios,Nadiem Amiri,Kerem Demirbay,Moussa Diaby,Patrik Schick,1,1-1
2022-03-05 22:30:00,BSC,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Alexander Schwolow,Marvin Plattenhardt,Márton Dárdai,Niklas Stark,Peter Pekarik,Santiago Ascacibar,Kevin-Prince Boateng,Lucas Tousart,Stevan Jovetic,Matheus Cunha,Suat Serdar,SGE,3-4-1-2_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 3, 3]","[0, -8, 0, 8, -9, -3, 3, 9, 0, -3, 3]",Kevin Trapp,Obite Ndicka,Martin Hinteregger,Stefan Ilsanker,Filip Kostic,Makoto Hasebe,Djibril Sow,Danny da Costa,Aymen Barkok,Daichi Kamada,Rafael Borré,0,1-4
2022-03-05 22:30:00,RBL,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Péter Gulácsi,Angeliño,Mohamed Simakan,Willi Orban,Nordi Mukiele,Kevin Kampl,Tyler Adams,Christopher Nkunku,Emil Forsberg,Amadou Haidara,Yussuf Poulsen,SCF,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Mark Flekken,Nico Schlotterbeck,Philipp Lienhart,Manuel Gulde,Christian Günter,Nicolas Höfler,Yannik Keitel,Jonathan Schmid,Vincenzo Grifo,Woo-Yeong Jeong,Lucas Höler,1,1-1
2022-03-05 22:30:00,BOC,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Manuel Riemann,Danilo Soares,Maxim Leitsch,Vasilios Lampropoulos,Cristian Gamboa,Elvis Rexhbecaj,Robert Tesche,Anthony Losilla,Christopher Antwi-Adjei,Simon Zoller,Takuma Asano,SGF,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Sascha Burchert,Justin Hoogma,Maximilian Bauer,Gideon Jung,Gian-Luca Itter,Julian Green,Paul Seguin,Nils Seufert,Marco Meyerhöfer,Branimir Hrgota,Havard Nielsen,2,2-1
2022-03-05 22:30:00,WOB,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Koen Casteels,Jérôme Roussillon,John Brooks,Maxence Lacroix,Renato Steffen,Xaver Schlager,Maximilian Arnold,Admir Mehmedi,Joao Victor,Wout Weghorst,Josip Brekalo,FCU,5-3-2_R,"[24, 18, 20, 20, 20, 18, 12, 12, 12, 4, 4]","[0, -10, -5, 0, 5, 10, -6, 0, 6, -3, 3]",Andreas Luthe,Niko Gießelmann,Timo Baumgartl,Robin Knoche,Marvin Friedrich,Christopher Trimmel,Marcus Ingvartsen,Rani Khedira,Genki Haraguchi,Max Kruse,Taiwo Awoniyi,2,1-0
2022-03-06 01:30:00,VFB,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Florian Müller,Marc-Oliver Kempf,Waldemar Anton,Konstantinos Mavropanos,Borna Sosa,Wataru Endo,Atakan Karazor,Roberto Massimo,Mateo Klimowicz,Philipp Förster,Hamadi Al Ghaddioui,BMG,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Yann Sommer,Joe Scally,Nico Elvedi,Matthias Ginter,Stefan Lainer,Christoph Kramer,Florian Neuhaus,Hannes Wolf,Lars Stindl,Patrick Herrmann,Alassane Pléa,2,3-2
2022-03-07 00:30:00,KOE,4-1-2-1-2_L,"[-24, -18, -20, -20, -18, -14, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 0, 6, -6, 0, 3, -3]",Timo Horn,Jonas Hector,Rafael Czichos,Timo Hübers,Benno Schmitz,Ellyes Skhiri,Florian Kainz,Jan Thielmann,Dejan Ljubicic,Anthony Modeste,Mark Uth,TSG,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Oliver Baumann,David Raum,Kevin Vogt,Stefan Posch,Kevin Akpoguma,Angelo Stiller,Sebastian Rudy,Jacob Bruun Larsen,Munas Dabbur,Christoph Baumgartner,Andrej Kramaric,0,0-1
2022-03-12 22:30:00,FCU,5-3-2_L,"[-24, -18, -20, -20, -20, -18, -12, -12, -12, -4, -4]","[0, 10, 5, 0, -5, -10, 6, 0, -6, 3, -3]",Andreas Luthe,Niko Gießelmann,Timo Baumgartl,Robin Knoche,Marvin Friedrich,Christopher Trimmel,Marcus Ingvartsen,Rani Khedira,Genki Haraguchi,Max Kruse,Taiwo Awoniyi,VFB,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Florian Müller,Marc-Oliver Kempf,Waldemar Anton,Konstantinos Mavropanos,Borna Sosa,Wataru Endo,Atakan Karazor,Roberto Massimo,Mateo Klimowicz,Philipp Förster,Hamadi Al Ghaddioui,1,1-1
2022-03-12 22:30:00,SCF,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Mark Flekken,Nico Schlotterbeck,Philipp Lienhart,Manuel Gulde,Christian Günter,Nicolas Höfler,Yannik Keitel,Jonathan Schmid,Vincenzo Grifo,Woo-Yeong Jeong,Lucas Höler,WOB,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Koen Casteels,Jérôme Roussillon,John Brooks,Maxence Lacroix,Renato Steffen,Xaver Schlager,Maximilian Arnold,Admir Mehmedi,Joao Victor,Wout Weghorst,Josip Brekalo,2,3-2
2022-03-12 22:30:00,TSG,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Oliver Baumann,David Raum,Kevin Vogt,Stefan Posch,Kevin Akpoguma,Angelo Stiller,Sebastian Rudy,Jacob Bruun Larsen,Munas Dabbur,Christoph Baumgartner,Andrej Kramaric,MUN,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Manuel Neuer,Alphonso Davies,Dayot Upamecano,Niklas Süle,Benjamin Pavard,Joshua Kimmich,Leon Goretzka,Serge Gnabry,Thomas Müller,Leroy Sané,Robert Lewandowski,1,1-1
2022-03-13 01:30:00,BMG,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Yann Sommer,Joe Scally,Nico Elvedi,Matthias Ginter,Stefan Lainer,Christoph Kramer,Florian Neuhaus,Hannes Wolf,Lars Stindl,Patrick Herrmann,Alassane Pléa,BSC,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Alexander Schwolow,Marvin Plattenhardt,Márton Dárdai,Niklas Stark,Peter Pekarik,Santiago Ascacibar,Kevin-Prince Boateng,Lucas Tousart,Stevan Jovetic,Matheus Cunha,Suat Serdar,2,2-0
2022-03-13 22:30:00,B04,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Lukas Hradecky,Mitchel Bakker,Jonathan Tah,Odilon Kossounou,Jeremie Frimpong,Charles Aránguiz,Exequiel Palacios,Nadiem Amiri,Kerem Demirbay,Moussa Diaby,Patrik Schick,KOE,4-1-2-1-2_R,"[24, 18, 20, 20, 18, 14, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, 0, 6, -6, 0, -3, 3]",Timo Horn,Jonas Hector,Rafael Czichos,Timo Hübers,Benno Schmitz,Ellyes Skhiri,Florian Kainz,Jan Thielmann,Dejan Ljubicic,Anthony Modeste,Mark Uth,0,0-1
2022-03-14 00:30:00,DOR,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Gregor Kobel,Nico Schulz,Manuel Akanji,Axel Witsel,Felix Passlack,Mahmoud Dahoud,Jude Bellingham,Marco Reus,Giovanni Reyna,Thorgan Hazard,Erling Haaland,DSC,4-1-2-1-2_R,"[24, 18, 20, 20, 18, 14, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, 0, 6, -6, 0, -3, 3]",Stefan Ortega,Jacob Laursen,Joakim Nilsson,Amos Pieper,Cédric Brunner,Manuel Prietl,Alessandro Schöpf,Fabian Kunze,Masaya Okugawa,Bryan Lasme,Fabian Klos,2,1-0
2022-03-14 00:30:00,SGE,3-4-1-2_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -3, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 0, 3, -3]",Kevin Trapp,Obite Ndicka,Martin Hinteregger,Stefan Ilsanker,Filip Kostic,Makoto Hasebe,Djibril Sow,Danny da Costa,Aymen Barkok,Daichi Kamada,Rafael Borré,BOC,4-3-3-d_R,"[24, 18, 20, 20, 18, 12, 14, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Manuel Riemann,Danilo Soares,Maxim Leitsch,Vasilios Lampropoulos,Cristian Gamboa,Elvis Rexhbecaj,Robert Tesche,Anthony Losilla,Christopher Antwi-Adjei,Simon Zoller,Takuma Asano,2,2-1
2022-03-14 02:30:00,SGF,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Sascha Burchert,Justin Hoogma,Maximilian Bauer,Gideon Jung,Gian-Luca Itter,Julian Green,Paul Seguin,Nils Seufert,Marco Meyerhöfer,Branimir Hrgota,Havard Nielsen,RBL,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Péter Gulácsi,Angeliño,Mohamed Simakan,Willi Orban,Nordi Mukiele,Kevin Kampl,Tyler Adams,Christopher Nkunku,Emil Forsberg,Amadou Haidara,Yussuf Poulsen,0,1-6
2022-03-17 01:30:00,M05,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Robin Zentner,Alexander Hack,Stefan Bell,Moussa Niakhate,Aarón Martín,Leandro Barreiro,Niklas Tauer,Silvan Widmer,Paul Nebel,Lee Jae-Sung,Jonathan Burkhardt,DOR,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Gregor Kobel,Nico Schulz,Manuel Akanji,Axel Witsel,Felix Passlack,Mahmoud Dahoud,Jude Bellingham,Marco Reus,Giovanni Reyna,Thorgan Hazard,Erling Haaland,0,0-1
2022-03-19 03:30:00,BOC,4-3-3-d_L,"[-24, -18, -20, -20, -18, -12, -14, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Manuel Riemann,Danilo Soares,Maxim Leitsch,Vasilios Lampropoulos,Cristian Gamboa,Elvis Rexhbecaj,Robert Tesche,Anthony Losilla,Christopher Antwi-Adjei,Simon Zoller,Takuma Asano,BMG,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Yann Sommer,Joe Scally,Nico Elvedi,Matthias Ginter,Stefan Lainer,Christoph Kramer,Florian Neuhaus,Hannes Wolf,Lars Stindl,Patrick Herrmann,Alassane Pléa,0,0-2
